qeury metabbolite,gene,gene_type,modification,DeepVCF score,var
Metabolite:hdca_c,P13857,non-metabolic,knock out,1.5128215e-07,3.9735972e-14
Metabolite:hdca_c,P06710,non-metabolic,knock out,1.5042305e-07,8.909644e-14
Metabolite:hdca_c,P60293,non-metabolic,knock out,1.5041519e-07,5.431093e-14
Metabolite:hdca_c,P17115,metabolic,knock out,1.5026176e-07,7.542178e-14
Metabolite:hdca_c,P0ADP2,non-metabolic,overexpress,1.4970207e-07,6.358362e-14
Metabolite:hdca_c,P0AER0,metabolic,knock out,1.4816682e-07,6.548026e-14
Metabolite:hdca_c,P08337,metabolic,overexpress,1.4798489e-07,6.278957e-14
Metabolite:hdca_c,P37664,non-metabolic,knock out,1.478068e-07,8.563833e-14
Metabolite:hdca_c,P37750,metabolic,knock out,1.4775436e-07,6.6492574e-14
Metabolite:hdca_c,P0ACC9,non-metabolic,knock out,1.4642342e-07,8.3980416e-14
Metabolite:hdca_c,P0ADI4,metabolic,overexpress,1.4572774e-07,7.131076e-14
Metabolite:hdca_c,P0AEV4,non-metabolic,knock out,1.454908e-07,7.238498e-14
Metabolite:hdca_c,P00490,metabolic,overexpress,1.4524375e-07,4.8691916e-14
Metabolite:hdca_c,P60472,metabolic,knock out,1.4398918e-07,6.4504954e-14
Metabolite:hdca_c,P0AD12,non-metabolic,knock out,1.4099992e-07,6.947086e-14
Metabolite:hdca_c,P63204,non-metabolic,overexpress,1.4086334e-07,1.8646068e-14
Metabolite:hdca_c,P36672,metabolic,knock out,1.4018774e-07,7.596835e-14
Metabolite:hdca_c,P69797,metabolic,knock out,1.3976077e-07,2.0181654e-14
Metabolite:hdca_c,P08194,metabolic,knock out,1.3882803e-07,7.3454365e-14
Metabolite:hdca_c,P17411,metabolic,knock out,1.3846604e-07,5.634378e-14
Metabolite:hdca_c,P0AFK0,non-metabolic,knock out,1.381485e-07,5.3973173e-14
Metabolite:hdca_c,P15034,non-metabolic,knock out,1.3802526e-07,5.714923e-14
Metabolite:hdca_c,P0AFP4,metabolic,overexpress,1.3779768e-07,2.8728264e-14
Metabolite:hdca_c,P0ABX8,non-metabolic,knock out,1.3695315e-07,3.121965e-14
Metabolite:hdca_c,P0DP89,non-metabolic,overexpress,1.3690105e-07,2.8443248e-14
Metabolite:hdca_c,P0CK95,non-metabolic,overexpress,1.3648835e-07,7.4428196e-14
Metabolite:hdca_c,P00370,metabolic,overexpress,1.3618397e-07,2.9042703e-14
Metabolite:hdca_c,P37623,metabolic,knock out,1.3602398e-07,4.221165e-14
Metabolite:hdca_c,P0A776,non-metabolic,knock out,1.3562297e-07,7.099983e-14
Metabolite:hdca_c,P0A7R5,non-metabolic,overexpress,1.3557536e-07,6.315739e-14
Metabolite:hdca_c,P39279,non-metabolic,knock out,1.3541938e-07,6.775405e-14
Metabolite:hdca_c,P0ADG4,metabolic,knock out,1.3471482e-07,3.704047e-14
Metabolite:hdca_c,P0A749,metabolic,overexpress,1.3449049e-07,7.191584e-14
Metabolite:hdca_c,P0A9C3,metabolic,overexpress,1.3449046e-07,6.6606456e-14
Metabolite:hdca_c,P33919,non-metabolic,overexpress,1.3438276e-07,7.20314e-14
Metabolite:hdca_c,P0A8J2,non-metabolic,knock out,1.3422837e-07,5.825212e-14
Metabolite:hdca_c,P28631,non-metabolic,knock out,1.3406643e-07,2.0483732e-14
Metabolite:hdca_c,P0AA53,non-metabolic,overexpress,1.3379035e-07,1.7351046e-14
Metabolite:hdca_c,P76538,non-metabolic,knock out,1.3370992e-07,5.346754e-14
Metabolite:hdca_c,P0A9N0,non-metabolic,overexpress,1.3309138e-07,5.3384966e-14
Metabolite:hdca_c,P0AFK0,non-metabolic,overexpress,1.3249524e-07,5.4596864e-14
Metabolite:hdca_c,Q06067,non-metabolic,overexpress,1.3237586e-07,6.4833704e-14
Metabolite:hdca_c,P0CF56,non-metabolic,overexpress,1.3216153e-07,1.1747042e-14
Metabolite:hdca_c,P08401,non-metabolic,knock out,1.3113437e-07,6.85022e-14
Metabolite:hdca_c,P0A930,non-metabolic,overexpress,1.3092021e-07,6.752361e-14
Metabolite:hdca_c,P0ABV6,non-metabolic,overexpress,1.3065193e-07,6.803638e-14
Metabolite:hdca_c,P32670,non-metabolic,knock out,1.3034445e-07,4.9904586e-14
Metabolite:hdca_c,P0A8T7,non-metabolic,overexpress,1.2896737e-07,2.230545e-14
Metabolite:hdca_c,P0AEI1,non-metabolic,overexpress,1.287637e-07,5.577557e-14
Metabolite:hdca_c,P0A9I3,non-metabolic,knock out,1.2798881e-07,5.871573e-14
Metabolite:hdca_c,P45428,non-metabolic,overexpress,1.2786458e-07,6.5043796e-14
Metabolite:hdca_c,P24188,non-metabolic,overexpress,1.2737321e-07,6.39026e-14
Metabolite:hdca_c,P0A7I7,metabolic,knock out,1.2724175e-07,2.3021014e-14
Metabolite:hdca_c,P0ADG1,non-metabolic,overexpress,1.2661229e-07,5.3022718e-14
Metabolite:hdca_c,P0A8Z7,non-metabolic,knock out,1.2659996e-07,4.3270095e-14
Metabolite:hdca_c,P69681,non-metabolic,knock out,1.2637686e-07,6.28489e-14
Metabolite:hdca_c,P76319,non-metabolic,overexpress,1.2618152e-07,5.7945375e-14
Metabolite:hdca_c,P37692,metabolic,overexpress,1.2585137e-07,2.3199653e-14
Metabolite:hdca_c,P22523,non-metabolic,overexpress,1.2570995e-07,2.4578985e-14
Metabolite:hdca_c,P0A8B5,non-metabolic,overexpress,1.2497647e-07,2.3438603e-14
Metabolite:hdca_c,P0A7H6,non-metabolic,knock out,1.2472984e-07,5.050153e-14
Metabolite:hdca_c,P37349,metabolic,overexpress,1.2458271e-07,3.6047774e-14
Metabolite:hdca_c,P0AF08,non-metabolic,knock out,1.2434437e-07,3.6927814e-14
Metabolite:hdca_c,P63020,non-metabolic,knock out,1.2349048e-07,4.5952425e-14
Metabolite:hdca_c,P60472,metabolic,overexpress,1.2267135e-07,2.2364662e-14
Metabolite:hdca_c,P77519,non-metabolic,knock out,1.2217477e-07,5.70455e-14
Metabolite:hdca_c,P77212,non-metabolic,overexpress,1.2192946e-07,5.8112776e-14
Metabolite:hdca_c,P32099,metabolic,overexpress,1.2138217e-07,5.0173797e-14
Metabolite:hdca_c,P0AE76,metabolic,overexpress,1.210009e-07,5.79343e-14
Metabolite:hdca_c,P33195,metabolic,knock out,1.2091346e-07,4.5329253e-14
Metabolite:hdca_c,P76010,non-metabolic,knock out,1.2065996e-07,5.2417092e-14
Metabolite:hdca_c,P04995,non-metabolic,knock out,1.2053786e-07,5.8009715e-14
Metabolite:hdca_c,P0AG03,non-metabolic,knock out,1.1963256e-07,5.722479e-14
Metabolite:hdca_c,P0ABW3,non-metabolic,knock out,1.1920188e-07,5.044556e-14
Metabolite:hdca_c,P45470,non-metabolic,knock out,1.18511004e-07,4.1585516e-14
Metabolite:hdca_c,P0A6Z3,non-metabolic,overexpress,1.1735718e-07,5.4015664e-14
Metabolite:hdca_c,Q46907,non-metabolic,overexpress,1.172533e-07,5.2225595e-14
Metabolite:hdca_c,P0AE39,non-metabolic,knock out,1.1722892e-07,5.0508283e-14
Metabolite:hdca_c,P52102,non-metabolic,overexpress,1.1698986e-07,5.387248e-14
Metabolite:hdca_c,P0A894,non-metabolic,knock out,1.16871625e-07,1.8331765e-14
Metabolite:hdca_c,P37147,non-metabolic,overexpress,1.1683556e-07,4.8119027e-14
Metabolite:hdca_c,P69425,non-metabolic,knock out,1.16163555e-07,5.265548e-14
Metabolite:hdca_c,P0ABZ4,metabolic,knock out,1.15924415e-07,4.694995e-14
Metabolite:hdca_c,P14407,metabolic,overexpress,1.15844834e-07,5.0917512e-14
Metabolite:hdca_c,P25522,non-metabolic,overexpress,1.1578536e-07,5.322147e-14
Metabolite:hdca_c,P13035,metabolic,overexpress,1.1561345e-07,3.4523545e-14
Metabolite:hdca_c,P07363,non-metabolic,knock out,1.1496393e-07,1.7542305e-14
Metabolite:hdca_c,P37349,metabolic,knock out,1.1425709e-07,8.706219e-15
Metabolite:hdca_c,P0ADZ4,non-metabolic,knock out,1.1404175e-07,4.7802047e-14
Metabolite:hdca_c,P76551,non-metabolic,knock out,1.1403252e-07,2.9804928e-14
Metabolite:hdca_c,P28306,metabolic,overexpress,1.13717114e-07,3.9763962e-14
Metabolite:hdca_c,P21362,non-metabolic,knock out,1.1329117e-07,3.916167e-14
Metabolite:hdca_c,P77129,non-metabolic,overexpress,1.1303863e-07,5.0669114e-14
Metabolite:hdca_c,P69791,metabolic,knock out,1.1283219e-07,4.8860943e-14
Metabolite:hdca_c,Q47706,non-metabolic,knock out,1.12653986e-07,1.9011915e-14
Metabolite:hdca_c,P60752,metabolic,knock out,1.1255271e-07,3.968911e-14
Metabolite:hdca_c,P69503,metabolic,knock out,1.1219776e-07,2.0116075e-14
Metabolite:hdca_c,P75697,non-metabolic,overexpress,1.1187291e-07,2.3625345e-14
Metabolite:hdca_c,P32675,metabolic,overexpress,1.11507326e-07,3.2770387e-14
Metabolite:hdca_c,P76558,metabolic,knock out,1.11405534e-07,3.8001418e-14
Metabolite:hdca_c,P33232,metabolic,knock out,1.1126817e-07,1.8298866e-14
Metabolite:hdca_c,P39173,non-metabolic,overexpress,1.1069119e-07,1.7997902e-14
Metabolite:hdca_c,P76507,non-metabolic,knock out,1.10606514e-07,2.1647895e-14
Metabolite:hdca_c,P0AEV1,non-metabolic,overexpress,1.101286e-07,4.3517632e-14
Metabolite:hdca_c,P0C7L2,metabolic,knock out,1.10013616e-07,3.9491946e-14
Metabolite:hdca_c,P0ACV2,metabolic,overexpress,1.0999495e-07,4.65972e-14
Metabolite:hdca_c,P77601,non-metabolic,knock out,1.0913318e-07,4.6005036e-14
Metabolite:hdca_c,P37759,metabolic,overexpress,1.0905639e-07,4.4250167e-14
Metabolite:hdca_c,P05847,metabolic,knock out,1.0842497e-07,4.6299688e-14
Metabolite:hdca_c,P0A8D9,non-metabolic,overexpress,1.08356915e-07,4.568986e-14
Metabolite:hdca_c,P23837,non-metabolic,knock out,1.0819084e-07,4.16969e-14
Metabolite:hdca_c,P0AFI7,metabolic,knock out,1.0698414e-07,4.41018e-14
Metabolite:hdca_c,P02929,metabolic,overexpress,1.0692262e-07,1.7589576e-14
Metabolite:hdca_c,P69829,non-metabolic,overexpress,1.0645061e-07,3.4037816e-14
Metabolite:hdca_c,P0A964,non-metabolic,knock out,1.0641575e-07,3.029383e-14
Metabolite:hdca_c,P24173,metabolic,overexpress,1.0634081e-07,1.523661e-14
Metabolite:hdca_c,Q47158,non-metabolic,knock out,1.06222856e-07,4.2391963e-14
Metabolite:hdca_c,P75745,non-metabolic,overexpress,1.0621577e-07,1.3729035e-14
Metabolite:hdca_c,P0ADG4,metabolic,overexpress,1.05469724e-07,1.785209e-14
Metabolite:hdca_c,P09377,non-metabolic,knock out,1.0531522e-07,4.432621e-14
Metabolite:hdca_c,P69795,metabolic,overexpress,1.04757625e-07,4.2256312e-14
Metabolite:hdca_c,P05852,non-metabolic,knock out,1.0442449e-07,2.2535884e-14
Metabolite:hdca_c,P0AEM6,non-metabolic,knock out,1.0435527e-07,2.1400821e-14
Metabolite:hdca_c,P0AE76,metabolic,knock out,1.0406226e-07,4.184899e-14
Metabolite:hdca_c,P0ABS5,non-metabolic,overexpress,1.04045014e-07,3.8773865e-14
Metabolite:hdca_c,P04825,metabolic,overexpress,1.03730656e-07,4.2980512e-14
Metabolite:hdca_c,P63224,metabolic,overexpress,1.0346271e-07,3.425086e-14
Metabolite:hdca_c,P0A8Q0,metabolic,knock out,1.0268274e-07,1.6848803e-14
Metabolite:hdca_c,P0ABY2,non-metabolic,overexpress,1.0259604e-07,2.7598492e-14
Metabolite:hdca_c,P60720,metabolic,overexpress,1.0229246e-07,2.0629982e-14
Metabolite:hdca_c,P33030,metabolic,overexpress,1.0225678e-07,3.996169e-14
Metabolite:hdca_c,P09391,non-metabolic,knock out,1.0180877e-07,2.7135415e-14
Metabolite:hdca_c,P04425,metabolic,overexpress,1.0178609e-07,3.8810003e-14
Metabolite:hdca_c,P67762,non-metabolic,knock out,1.01069375e-07,4.4793415e-15
Metabolite:hdca_c,P0A7K6,non-metabolic,knock out,1.0028992e-07,3.6843287e-14
Metabolite:hdca_c,P0CF54,non-metabolic,overexpress,9.9965874e-08,1.4633467e-14
Metabolite:hdca_c,P0C0U4,non-metabolic,knock out,9.895572e-08,3.9128192e-14
Metabolite:hdca_c,P0AC73,non-metabolic,knock out,9.8869215e-08,3.6525884e-14
Metabolite:hdca_c,P76045,non-metabolic,knock out,9.8771636e-08,3.3469548e-14
Metabolite:hdca_c,P0A7I7,metabolic,overexpress,9.863782e-08,1.5014028e-14
Metabolite:hdca_c,P76299,non-metabolic,knock out,9.8171306e-08,3.7758567e-14
Metabolite:hdca_c,P37648,non-metabolic,knock out,9.778548e-08,3.3477534e-14
Metabolite:hdca_c,P20966,metabolic,overexpress,9.7413725e-08,3.7121897e-14
Metabolite:hdca_c,P76341,non-metabolic,overexpress,9.6802594e-08,3.738113e-14
Metabolite:hdca_c,P0AEY3,metabolic,overexpress,9.676892e-08,1.9589795e-14
Metabolite:hdca_c,P0A7S3,non-metabolic,knock out,9.65904e-08,3.6094273e-14
Metabolite:hdca_c,P16659,non-metabolic,overexpress,9.5810265e-08,2.9025854e-14
Metabolite:hdca_c,P0AB03,non-metabolic,overexpress,9.569227e-08,3.537178e-14
Metabolite:hdca_c,P69428,non-metabolic,knock out,9.524205e-08,3.3479984e-14
Metabolite:hdca_c,Q46791,non-metabolic,overexpress,9.4997894e-08,1.3626316e-14
Metabolite:hdca_c,P31120,metabolic,overexpress,9.482087e-08,2.5562804e-14
Metabolite:hdca_c,P24174,metabolic,knock out,9.4506014e-08,3.566635e-14
Metabolite:hdca_c,Q06065,non-metabolic,knock out,9.442338e-08,1.1898348e-14
Metabolite:hdca_c,P46853,non-metabolic,knock out,9.370645e-08,3.4847742e-14
Metabolite:hdca_c,P0AFG3,metabolic,overexpress,9.36549e-08,2.6463098e-14
Metabolite:hdca_c,P62617,metabolic,knock out,9.351043e-08,1.356399e-14
Metabolite:hdca_c,P02413,non-metabolic,knock out,9.3488374e-08,1.3358181e-14
Metabolite:hdca_c,P37177,non-metabolic,overexpress,9.3039944e-08,1.8955867e-14
Metabolite:hdca_c,P52052,non-metabolic,overexpress,9.283297e-08,3.4199646e-14
Metabolite:hdca_c,P07017,non-metabolic,knock out,9.2674796e-08,3.2533075e-14
Metabolite:hdca_c,P67143,non-metabolic,overexpress,9.2527635e-08,3.3690383e-14
Metabolite:hdca_c,P0ABU0,metabolic,overexpress,9.2287436e-08,3.36717e-14
Metabolite:hdca_c,P0AAY1,non-metabolic,knock out,9.22738e-08,3.2046692e-14
Metabolite:hdca_c,P32719,metabolic,overexpress,9.1979736e-08,2.1589105e-14
Metabolite:hdca_c,P0AB67,metabolic,overexpress,9.193804e-08,3.2569887e-14
Metabolite:hdca_c,P71229,non-metabolic,knock out,9.174765e-08,7.60688e-15
Metabolite:hdca_c,P0AES6,non-metabolic,overexpress,9.164984e-08,3.1884007e-14
Metabolite:hdca_c,P0ABU0,metabolic,knock out,9.129524e-08,2.9687915e-14
Metabolite:hdca_c,P03825,non-metabolic,knock out,9.089789e-08,1.1138945e-14
Metabolite:hdca_c,P0AEG4,metabolic,knock out,8.97908e-08,3.0354964e-14
Metabolite:hdca_c,P14375,non-metabolic,knock out,8.967955e-08,1.2058587e-14
Metabolite:hdca_c,P39410,non-metabolic,knock out,8.929413e-08,7.171704e-15
Metabolite:hdca_c,P0ADF6,metabolic,overexpress,8.9134936e-08,3.1256525e-14
Metabolite:hdca_c,P0AAR3,non-metabolic,overexpress,8.891946e-08,3.1604676e-14
Metabolite:hdca_c,P52140,non-metabolic,knock out,8.8412996e-08,2.2574255e-14
Metabolite:hdca_c,Q06065,non-metabolic,overexpress,8.819571e-08,8.357693e-15
Metabolite:hdca_c,P15977,metabolic,knock out,8.8177806e-08,1.5489707e-14
Metabolite:hdca_c,Q46807,non-metabolic,overexpress,8.7969696e-08,9.752461e-15
Metabolite:hdca_c,P46854,non-metabolic,knock out,8.786515e-08,2.7741513e-14
Metabolite:hdca_c,P0A7W7,non-metabolic,overexpress,8.779531e-08,2.454567e-14
Metabolite:hdca_c,P26218,non-metabolic,knock out,8.776581e-08,2.2920513e-14
Metabolite:hdca_c,P0AEI4,non-metabolic,overexpress,8.7743494e-08,3.0793368e-14
Metabolite:hdca_c,P67762,non-metabolic,overexpress,8.720143e-08,1.3656112e-14
Metabolite:hdca_c,P77791,metabolic,knock out,8.719321e-08,2.0012693e-14
Metabolite:hdca_c,P09099,metabolic,overexpress,8.7019735e-08,2.835537e-14
Metabolite:hdca_c,P71301,non-metabolic,knock out,8.64783e-08,2.8478284e-14
Metabolite:hdca_c,P0A6D7,metabolic,knock out,8.639097e-08,6.026548e-15
Metabolite:hdca_c,P0A8W0,non-metabolic,knock out,8.6204345e-08,2.9413914e-14
Metabolite:hdca_c,P69367,non-metabolic,knock out,8.59876e-08,2.9560965e-14
Metabolite:hdca_c,P0A7T7,non-metabolic,knock out,8.5844576e-08,2.9220353e-14
Metabolite:hdca_c,P46130,non-metabolic,overexpress,8.567268e-08,2.7573514e-14
Metabolite:hdca_c,P23839,non-metabolic,knock out,8.5533095e-08,2.8356318e-14
Metabolite:hdca_c,P0AFY8,non-metabolic,knock out,8.536568e-08,2.1492326e-14
Metabolite:hdca_c,P0A8A8,non-metabolic,overexpress,8.536363e-08,2.4148276e-14
Metabolite:hdca_c,P0AFG3,metabolic,knock out,8.535364e-08,8.347703e-15
Metabolite:hdca_c,P0AGK8,non-metabolic,knock out,8.499682e-08,1.8418162e-14
Metabolite:hdca_c,P37001,metabolic,overexpress,8.493751e-08,6.9631504e-15
Metabolite:hdca_c,P03018,non-metabolic,overexpress,8.4607244e-08,2.404615e-14
Metabolite:hdca_c,P0A6A6,metabolic,knock out,8.379354e-08,2.3357391e-14
Metabolite:hdca_c,P46118,non-metabolic,overexpress,8.33705e-08,2.6716617e-14
Metabolite:hdca_c,P69348,non-metabolic,knock out,8.33489e-08,2.7457157e-14
Metabolite:hdca_c,P13738,non-metabolic,overexpress,8.32341e-08,2.7552383e-14
Metabolite:hdca_c,P76340,non-metabolic,knock out,8.319833e-08,2.0718084e-14
Metabolite:hdca_c,P0A9K1,non-metabolic,knock out,8.284143e-08,1.700867e-14
Metabolite:hdca_c,P28305,metabolic,knock out,8.258994e-08,1.0249491e-14
Metabolite:hdca_c,P05459,metabolic,knock out,8.2260115e-08,1.454671e-14
Metabolite:hdca_c,P0ACJ0,non-metabolic,overexpress,8.2186e-08,8.394835e-15
Metabolite:hdca_c,P0A8M0,non-metabolic,knock out,8.20236e-08,2.6559218e-14
Metabolite:hdca_c,P11458,metabolic,knock out,8.198277e-08,2.3598736e-14
Metabolite:hdca_c,P0A6J5,metabolic,knock out,8.1943874e-08,1.00036785e-14
Metabolite:hdca_c,P32719,metabolic,knock out,8.15803e-08,8.668362e-15
Metabolite:hdca_c,P0ADI0,non-metabolic,overexpress,8.1502215e-08,2.5326505e-14
Metabolite:hdca_c,Q47536,non-metabolic,overexpress,8.114464e-08,1.3874955e-14
Metabolite:hdca_c,P0AGM5,non-metabolic,knock out,8.1139284e-08,2.4798946e-14
Metabolite:hdca_c,P0ACJ8,non-metabolic,overexpress,8.071128e-08,1.4529432e-14
Metabolite:hdca_c,P75617,non-metabolic,knock out,8.0689105e-08,2.5895401e-14
Metabolite:hdca_c,P69210,metabolic,overexpress,8.052446e-08,2.5796436e-14
Metabolite:hdca_c,P0A6S3,non-metabolic,knock out,8.027796e-08,2.5131459e-14
Metabolite:hdca_c,P0AEF4,non-metabolic,knock out,8.0134036e-08,9.106537e-15
Metabolite:hdca_c,P0A855,non-metabolic,knock out,7.986941e-08,1.8349168e-14
Metabolite:hdca_c,P36672,metabolic,overexpress,7.986906e-08,2.5477658e-14
Metabolite:hdca_c,P76257,non-metabolic,knock out,7.967525e-08,1.2685834e-14
Metabolite:hdca_c,P15006,non-metabolic,knock out,7.9537806e-08,1.3599648e-14
Metabolite:hdca_c,P61889,metabolic,overexpress,7.927525e-08,1.1141514e-14
Metabolite:hdca_c,P00961,non-metabolic,overexpress,7.922641e-08,1.4480816e-14
Metabolite:hdca_c,P42640,non-metabolic,overexpress,7.921144e-08,2.4533779e-14
Metabolite:hdca_c,P0CE54,non-metabolic,overexpress,7.9175734e-08,9.673731e-15
Metabolite:hdca_c,P54901,non-metabolic,knock out,7.913757e-08,2.423378e-14
Metabolite:hdca_c,P75920,non-metabolic,overexpress,7.9112816e-08,2.4594576e-14
Metabolite:hdca_c,P56256,non-metabolic,knock out,7.9109135e-08,2.43399e-14
Metabolite:hdca_c,P27253,metabolic,knock out,7.871491e-08,1.4790044e-14
Metabolite:hdca_c,P09162,non-metabolic,knock out,7.860846e-08,1.74463e-14
Metabolite:hdca_c,P39452,metabolic,overexpress,7.843395e-08,2.318028e-14
Metabolite:hdca_c,P75959,metabolic,knock out,7.831933e-08,1.7966719e-14
Metabolite:hdca_c,P0A6E1,metabolic,knock out,7.830924e-08,1.498569e-14
Metabolite:hdca_c,P08244,metabolic,knock out,7.825051e-08,2.3292176e-14
Metabolite:hdca_c,P69910,metabolic,overexpress,7.803504e-08,2.3608922e-14
Metabolite:hdca_c,P32670,non-metabolic,overexpress,7.7916916e-08,1.7664313e-14
Metabolite:hdca_c,P0A858,metabolic,overexpress,7.764268e-08,2.105262e-14
Metabolite:hdca_c,P00350,metabolic,overexpress,7.740848e-08,1.725376e-14
Metabolite:hdca_c,P0AF20,non-metabolic,knock out,7.7327726e-08,9.599714e-15
Metabolite:hdca_c,P0AE82,non-metabolic,overexpress,7.7326455e-08,2.3095651e-14
Metabolite:hdca_c,P0AEM0,non-metabolic,knock out,7.728709e-08,2.3887281e-14
Metabolite:hdca_c,P36938,metabolic,overexpress,7.688114e-08,8.573845e-15
Metabolite:hdca_c,P21888,non-metabolic,overexpress,7.6466094e-08,9.16007e-15
Metabolite:hdca_c,P0AA53,non-metabolic,knock out,7.633291e-08,1.0792532e-14
Metabolite:hdca_c,P38134,non-metabolic,knock out,7.5821234e-08,2.2636396e-14
Metabolite:hdca_c,P76083,metabolic,knock out,7.57689e-08,2.205091e-14
Metabolite:hdca_c,P37014,non-metabolic,knock out,7.560922e-08,2.2709792e-14
Metabolite:hdca_c,P31552,metabolic,overexpress,7.55202e-08,6.4258604e-15
Metabolite:hdca_c,P26616,metabolic,knock out,7.550798e-08,1.829811e-14
Metabolite:hdca_c,P37686,metabolic,knock out,7.515719e-08,2.0853016e-14
Metabolite:hdca_c,P75938,non-metabolic,knock out,7.50001e-08,8.55761e-15
Metabolite:hdca_c,P09169,non-metabolic,overexpress,7.4992094e-08,2.2416734e-14
Metabolite:hdca_c,P45807,non-metabolic,knock out,7.497446e-08,2.1625771e-14
Metabolite:hdca_c,P09099,metabolic,knock out,7.4774505e-08,1.1833538e-14
Metabolite:hdca_c,P77671,metabolic,overexpress,7.4698875e-08,2.1997727e-14
Metabolite:hdca_c,P61714,metabolic,overexpress,7.467645e-08,1.6869305e-14
Metabolite:hdca_c,P75745,non-metabolic,knock out,7.461269e-08,1.3324454e-14
Metabolite:hdca_c,P27305,non-metabolic,overexpress,7.446054e-08,1.6910223e-14
Metabolite:hdca_c,P0ACR0,non-metabolic,overexpress,7.4366675e-08,2.1935709e-14
Metabolite:hdca_c,P21369,metabolic,knock out,7.4319566e-08,9.628673e-15
Metabolite:hdca_c,P02359,non-metabolic,overexpress,7.4222946e-08,2.1730424e-14
Metabolite:hdca_c,P0A6F1,metabolic,knock out,7.391832e-08,2.1833931e-14
Metabolite:hdca_c,P03030,non-metabolic,knock out,7.280759e-08,1.8015239e-14
Metabolite:hdca_c,P67910,metabolic,knock out,7.249576e-08,8.820288e-15
Metabolite:hdca_c,P68191,non-metabolic,knock out,7.20093e-08,1.5045428e-14
Metabolite:hdca_c,P63228,metabolic,overexpress,7.183437e-08,1.9449047e-14
Metabolite:hdca_c,P77434,metabolic,overexpress,7.169852e-08,1.2421137e-14
Metabolite:hdca_c,P21179,non-metabolic,overexpress,7.156813e-08,1.3302097e-14
Metabolite:hdca_c,P07913,metabolic,knock out,7.1540754e-08,1.1194077e-14
Metabolite:hdca_c,P0AFX0,non-metabolic,knock out,7.143249e-08,1.5342257e-14
Metabolite:hdca_c,P0CE47,non-metabolic,knock out,7.1409225e-08,1.5814549e-14
Metabolite:hdca_c,P13033,metabolic,knock out,7.109392e-08,7.512572e-15
Metabolite:hdca_c,P12008,metabolic,overexpress,7.108657e-08,1.8129997e-14
Metabolite:hdca_c,P52612,non-metabolic,knock out,7.106686e-08,1.0166943e-14
Metabolite:hdca_c,P76169,non-metabolic,overexpress,7.102468e-08,1.975598e-14
Metabolite:hdca_c,P69783,metabolic,knock out,7.090383e-08,3.1247757e-15
Metabolite:hdca_c,P0ACC7,metabolic,knock out,7.0811815e-08,1.028326e-14
Metabolite:hdca_c,P55798,non-metabolic,knock out,7.080927e-08,9.614612e-15
Metabolite:hdca_c,P0CB39,non-metabolic,knock out,7.06137e-08,5.6664315e-15
Metabolite:hdca_c,P38104,non-metabolic,overexpress,7.0485235e-08,1.962339e-14
Metabolite:hdca_c,P0ACY3,non-metabolic,knock out,7.0448706e-08,1.069337e-14
Metabolite:hdca_c,P77528,non-metabolic,overexpress,7.038442e-08,1.6708992e-14
Metabolite:hdca_c,P0ABD3,non-metabolic,knock out,7.037669e-08,1.9408447e-14
Metabolite:hdca_c,P21599,metabolic,overexpress,7.0059514e-08,1.1364568e-14
Metabolite:hdca_c,P46850,non-metabolic,knock out,7.00376e-08,1.7995977e-14
